customer_id,first_name,last_name,email,phone,city,state,country,postal_code,segment,registration_date,is_active,_ingested_at,_source_file,rejection_reason_code,quarantined_at
3513,Zinal,Khurana,invalid_user_at_domain_com,4123459232,Hyderabad,South Province,India,802455,VIP,2025-03-18,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
3554,Omya,Sampath,invalid_user_at_domain_com,+910840390927,Jabalpur,Central Province,India,736086,VIP,2026-04-11,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
3636,Keya,Swamy,invalid_user_at_domain_com,0406232151,Ujjain,Central Province,India,519679,Regular,2024-09-01,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
3639,Fitan,Sunder,invalid_user_at_domain_com,7873880111,Jabalpur,Central Province,India,052923,Regular,2024-10-15,False,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
3667,Shravya,Dey,invalid_user_at_domain_com,07204186293,Kochi,South Province,India,916787,Regular,2023-01-21,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
3696,Geetika,Bhavsar,invalid_user_at_domain_com,09059256870,Bengaluru,South Province,India,264697,Corporate,2026-04-11,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
3844,Ronith,Pai,invalid_user_at_domain_com,+911702784734,Delhi,North Province,India,793722,Regular,2023-09-11,False,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
3863,Pavani,Venkatesh,invalid_user_at_domain_com,2525430935,Coimbatore,South Province,India,521517,Premium,2023-12-01,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
3982,Kritika,Bobal,invalid_user_at_domain_com,06699169927,Bengaluru,South Province,India,086657,VIP,2023-03-18,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
4037,Ekta,Kapoor,invalid_user_at_domain_com,06740718533,Ujjain,Central Province,India,156483,Occasional,2025-04-18,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
4384,Zaitra,Jani,invalid_user_at_domain_com,6829481704,Mumbai,West Province,India,729427,VIP,2024-12-26,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
4538,Ekavir,Ray,invalid_user_at_domain_com,1563360610,Goa,West Province,India,323123,Regular,2024-02-20,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
4652,Hritik,Dora,invalid_user_at_domain_com,+917434210843,Jaipur,North Province,India,903169,Regular,2024-05-09,False,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
4683,Girik,Sangha,invalid_user_at_domain_com,+918698142185,Ujjain,Central Province,India,930044,Regular,2022-02-09,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
4706,Frederick,Pandya,invalid_user_at_domain_com,7096273167,Mumbai,West Province,India,499284,Occasional,2026-05-13,False,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
4850,Ekantika,Srivastava,invalid_user_at_domain_com,8538933562,Lucknow,North Province,India,195178,Occasional,2022-12-12,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
4870,Gauri,Lall,invalid_user_at_domain_com,07239742474,Bhubaneswar,East Province,India,589199,Premium,2023-12-24,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
4901,Pratyush,Kala,invalid_user_at_domain_com,02180961249,Surat,West Province,India,018435,Regular,2024-03-05,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
4953,Imaran,Kaur,invalid_user_at_domain_com,+915936407620,Noida,North Province,India,820749,Regular,2026-04-18,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
5049,Jackson,Prasad,invalid_user_at_domain_com,03606340513,Bengaluru,South Province,India,057239,Regular,2025-06-01,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
5188,Vedhika,Deep,invalid_user_at_domain_com,3606966884,Kolkata,East Province,India,879493,Regular,2022-09-27,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
5335,Krishna,Atwal,invalid_user_at_domain_com,9432013022,Jabalpur,Central Province,India,935403,Regular,2025-04-26,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
5577,Anita,Chopra,invalid_user_at_domain_com,07978086847,Raipur,Central Province,India,259967,Premium,2022-07-03,False,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
5591,Sai,Handa,invalid_user_at_domain_com,04548273954,Pune,West Province,India,661498,Regular,2025-05-30,False,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
5659,Urishilla,Badami,invalid_user_at_domain_com,5343535650,Jaipur,North Province,India,671534,Regular,2023-05-04,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
5762,Harita,Badami,invalid_user_at_domain_com,+916487739786,Coimbatore,South Province,India,179385,Premium,2023-06-24,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
5829,Vyanjana,Kamdar,invalid_user_at_domain_com,01585434592,Kochi,South Province,India,213482,Regular,2025-11-04,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
6006,Priya,Babu,invalid_user_at_domain_com,08083124653,Raipur,Central Province,India,722995,Regular,2022-01-16,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
6176,Fariq,Narayan,invalid_user_at_domain_com,+917831234299,Gwalior,Central Province,India,647696,Premium,2024-06-22,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
6515,Ekantika,Mann,invalid_user_at_domain_com,2929847835,Jabalpur,Central Province,India,169393,Occasional,2024-12-23,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
6621,Nandini,Ranganathan,invalid_user_at_domain_com,+913088615892,Goa,West Province,India,071333,VIP,2022-02-15,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
6634,Vamakshi,Trivedi,invalid_user_at_domain_com,+912409716283,Ujjain,Central Province,India,754800,Premium,2026-04-15,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
6685,Varsha,Divan,invalid_user_at_domain_com,03938426400,Mumbai,West Province,India,917420,Regular,2026-05-16,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
6890,Nilima,Bala,invalid_user_at_domain_com,02267887090,Jabalpur,Central Province,India,081636,Occasional,2022-01-08,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
7036,Gaurav,Sharma,invalid_user_at_domain_com,0071921071,Mysuru,South Province,India,918238,VIP,2025-03-17,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
7163,Damyanti,Narula,invalid_user_at_domain_com,7075221850,Coimbatore,South Province,India,206567,Occasional,2024-11-24,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
7214,Gaurangi,Ratti,invalid_user_at_domain_com,2432449959,Chennai,South Province,India,776161,Corporate,2025-02-01,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
7312,Vidhi,Tiwari,invalid_user_at_domain_com,+916736982942,Kolkata,East Province,India,134033,Regular,2022-07-28,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
7409,Hardik,Mannan,invalid_user_at_domain_com,2004357392,Pune,West Province,India,363922,Premium,2025-12-31,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
7497,Deepa,Swamy,invalid_user_at_domain_com,+916448383033,Ranchi,East Province,India,192519,Regular,2022-04-10,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
7576,Chakrika,Dyal,invalid_user_at_domain_com,3163254043,Guwahati,East Province,India,511238,Occasional,2024-04-21,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
7583,Lavanya,Varty,invalid_user_at_domain_com,+919234385639,Nagpur,West Province,India,752503,Regular,2025-04-15,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
7858,Abhimanyu,Uppal,invalid_user_at_domain_com,06006201046,Jabalpur,Central Province,India,379916,Regular,2026-03-20,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
7863,Farhan,Sen,invalid_user_at_domain_com,07553834798,Jaipur,North Province,India,800564,Premium,2026-04-16,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
8028,Elijah,Sheth,invalid_user_at_domain_com,+917765702430,Jaipur,North Province,India,292321,Regular,2023-05-12,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
8211,Nachiket,Oommen,invalid_user_at_domain_com,4060891318,Kolkata,East Province,India,734132,Regular,2025-05-27,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
8306,Madhav,Pai,invalid_user_at_domain_com,+911179654560,Kochi,South Province,India,569037,Occasional,2024-10-08,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
8322,Sara,Doshi,invalid_user_at_domain_com,+911305244076,Gurugram,North Province,India,689262,Premium,2025-11-14,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
8482,Jalsa,Mukhopadhyay,invalid_user_at_domain_com,6811780747,Gurugram,North Province,India,646666,Corporate,2023-09-01,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
8493,Ikshita,Gopal,invalid_user_at_domain_com,+917225699238,Ahmedabad,West Province,India,287785,Occasional,2024-03-17,False,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
8498,Girik,Kapadia,invalid_user_at_domain_com,+911073019989,Ranchi,East Province,India,112565,VIP,2025-11-08,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
8643,Gaurika,Sarraf,invalid_user_at_domain_com,+915219595454,Kochi,South Province,India,081606,Regular,2022-07-01,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
8716,Ikbal,Mukhopadhyay,invalid_user_at_domain_com,+910346319271,Gurugram,North Province,India,395705,Regular,2022-05-27,False,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
8729,Indrajit,Patla,invalid_user_at_domain_com,8677524998,Guwahati,East Province,India,033963,Premium,2024-12-07,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
8760,Dhruv,Memon,invalid_user_at_domain_com,09987521472,Chandigarh,North Province,India,802153,Corporate,2026-03-19,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
8778,Lohit,Barman,invalid_user_at_domain_com,+918044316223,Jaipur,North Province,India,678028,Premium,2022-07-23,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
8807,Vasudha,Kale,invalid_user_at_domain_com,05243490878,Gwalior,Central Province,India,561355,Premium,2025-12-01,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
8875,Onveer,Gill,invalid_user_at_domain_com,+912998037571,Chennai,South Province,India,031236,Regular,2026-03-10,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
8953,Tristan,Sawhney,invalid_user_at_domain_com,8916233441,Chandigarh,North Province,India,553463,Occasional,2024-06-11,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
9332,Rayaan,Joshi,invalid_user_at_domain_com,8966672292,Mumbai,West Province,India,698398,Occasional,2025-02-26,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
9367,Janaki,Natarajan,invalid_user_at_domain_com,8590845477,Ranchi,East Province,India,801838,Regular,2024-11-09,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
9448,Caleb,Bumb,invalid_user_at_domain_com,+911061008197,Chandigarh,North Province,India,604919,Regular,2024-05-26,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
9490,Ria,Sundaram,invalid_user_at_domain_com,04278551334,Kolkata,East Province,India,385311,Regular,2022-07-08,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
9579,Yadavi,Pandya,invalid_user_at_domain_com,01211398616,Surat,West Province,India,193829,VIP,2022-09-24,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
9662,Azad,Rajan,invalid_user_at_domain_com,02701245857,Lucknow,North Province,India,554788,Occasional,2024-07-11,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
9824,Dayita,Kohli,invalid_user_at_domain_com,9363231455,Surat,West Province,India,286038,Premium,2026-03-02,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
10113,Kevin,Sharma,invalid_user_at_domain_com,+910968477106,Ujjain,Central Province,India,644126,Regular,2022-04-06,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
10127,Chanakya,Karpe,invalid_user_at_domain_com,3822343524,Coimbatore,South Province,India,964646,Regular,2022-10-13,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
10132,Gavin,Kanda,invalid_user_at_domain_com,+911824969597,Noida,North Province,India,711025,VIP,2025-11-16,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
10323,Advaith,Malhotra,invalid_user_at_domain_com,3937881223,Patna,East Province,India,920683,Premium,2026-05-21,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
10549,Bishakha,Krishnamurthy,invalid_user_at_domain_com,+918873126547,Noida,North Province,India,229213,Premium,2026-02-01,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
10678,Yash,Narayanan,invalid_user_at_domain_com,+914680750259,Coimbatore,South Province,India,029412,Regular,2023-09-18,True,2026-09-02 23:22:46.134668,customers.csv,ERR_MALFORMED_EMAIL_SYNTAX,2026-09-02 23:28:07.297579+05:30
