customer_id,first_name,last_name,email,phone,city,state,country,postal_code,segment,registration_date,is_active
1096,Elijah,Bhasin,elijah.bhasin923@gmail.com,06773592555,Ranchi,East Province,India,258815,Premium,2026-01-13,True
1097,Wyatt,Shukla,wyatt.shukla771@gmail.com,07321046963,Jabalpur,Central Province,India,595327,Occasional,2022-11-22,True
1098,Yutika,Sibal,yutika.sibal794@yahoo.com,07016873395,Mysuru,South Province,India,047974,VIP,2023-07-22,True
1099,Abhiram,Chokshi,abhiram.chokshi89@yahoo.com,+914565060983,Hyderabad,South Province,India,841687,VIP,2024-06-19,True
1100,Ati,Dani,ati.dani92@gmail.com,+916558523986,Ahmedabad,West Province,India,002578,Regular,2025-01-11,True
1101,Tanmayi,Dixit,tanmayi.dixit75@hotmail.com,2595269495,Mysuru,South Province,India,947055,Regular,2023-03-15,True
1102,Imaran,Saha,imaran.saha221@hotmail.com,00974993097,Guwahati,East Province,India,896230,Corporate,2022-05-08,True
1103,Imaran,Halder,imaran.halder887@gmail.com,05626368970,Ujjain,Central Province,India,838578,Occasional,2022-02-10,True
1104,Krisha,Murthy,krisha.murthy315@gmail.com,08585497334,Kolkata,East Province,India,344375,VIP,2023-12-22,True
1105,Varsha,Palla,varsha.palla762@hotmail.com,4419866524,Ranchi,East Province,India,415747,Premium,2026-03-11,True
1106,Tanish,Jaggi,tanish.jaggi289@hotmail.com,08421993308,Kochi,South Province,India,301657,Regular,2023-03-26,True
1107,Harish,Devan,harish.devan827@gmail.com,2677345401,Nagpur,West Province,India,802620,Regular,2025-10-22,True
1108,Mekhala,Tandon,mekhala.tandon556@gmail.com,4004991547,Bhubaneswar,East Province,India,287431,Regular,2025-06-28,True
1109,Ganga,Gaba,ganga.gaba95@hotmail.com,04205493296,Ujjain,Central Province,India,851612,Premium,2022-02-25,True
1110,Logan,Sood,logan.sood276@yahoo.com,+910463745499,Bhubaneswar,East Province,India,453017,Regular,2022-04-13,True
1111,Damyanti,Dutta,damyanti.dutta910@yahoo.com,8414593327,Ahmedabad,West Province,India,795687,Regular,2026-04-08,True
1112,Tejas,Kota,tejas.kota491@hotmail.com,1878519108,Patna,East Province,India,982258,Regular,2022-06-17,True
1113,Riya,Dada,riya.dada80@hotmail.com,+919718707286,Pune,West Province,India,908740,VIP,2025-08-24,True
1114,Meghana,Kumar,meghana.kumar869@gmail.com,3910651801,Jaipur,North Province,India,046226,Regular,2023-02-13,True
1115,Kavya,Raja,kavya.raja127@yahoo.com,06182512868,Kochi,South Province,India,300478,Premium,2025-10-03,True
1116,Panini,Wali,panini.wali630@yahoo.com,+913752431069,Ahmedabad,West Province,India,331190,Premium,2022-12-10,True
1117,Sanya,Bava,sanya.bava120@gmail.com,0673830284,Jaipur,North Province,India,959953,Premium,2023-09-30,False
1118,Chasmum,Dhar,chasmum.dhar416@hotmail.com,3644089268,Ujjain,Central Province,India,056856,Occasional,2024-02-08,True
1119,Nilima,Dixit,nilima.dixit258@yahoo.com,02873342708,Ujjain,Central Province,India,688263,Regular,2025-07-08,True
1120,Aadhya,Jani,aadhya.jani589@yahoo.com,1751830469,Bhopal,Central Province,India,139837,VIP,2026-06-19,True
1121,Sathvik,Natarajan,sathvik.natarajan80@yahoo.com,+913317393638,Siliguri,East Province,India,467854,Premium,2024-01-29,True
1122,Advika,Parsa,advika.parsa453@hotmail.com,07175355609,Guwahati,East Province,India,204899,Occasional,2022-08-05,True
1123,Omisha,Merchant,omisha.merchant455@gmail.com,+915369378547,Siliguri,East Province,India,725228,Regular,2022-11-10,True
1124,Vrinda,Gour,vrinda.gour803@hotmail.com,0801006231,Goa,West Province,India,038750,Premium,2025-01-07,True
1125,Vasudha,Sura,vasudha.sura882@gmail.com,+918860084840,Raipur,Central Province,India,211823,Regular,2023-10-23,False
1126,Rehaan,Vyas,rehaan.vyas778@yahoo.com,04615679334,Surat,West Province,India,016668,Premium,2023-05-15,True
1127,Vamakshi,Bhalla,vamakshi.bhalla516@hotmail.com,+912176591803,Patna,East Province,India,974014,Occasional,2022-02-28,True
1128,Bachittar,Gola,bachittar.gola274@yahoo.com,+913926142939,Hyderabad,South Province,India,856218,Regular,2026-06-22,True
1129,Hiral,Bera,hiral.bera539@gmail.com,03159996504,Goa,West Province,India,735866,Occasional,2022-01-21,True
1130,Quincy,Rai,quincy.rai786@gmail.com,4311426265,Guwahati,East Province,India,110475,Regular,2025-02-11,True
1131,Anamika,Chaudry,anamika.chaudry27@gmail.com,+912678886101,Guwahati,East Province,India,819956,Regular,2026-06-12,True
1132,Advik,Manne,advik.manne605@yahoo.com,01839826224,Hyderabad,South Province,India,472126,Regular,2025-09-21,True
1133,Anya,Sama,anya.sama573@yahoo.com,01543799371,Surat,West Province,India,406596,Regular,2026-03-08,True
1134,Forum,Sarraf,forum.sarraf246@yahoo.com,09245937526,Ahmedabad,West Province,India,479356,Regular,2023-05-30,True
1135,Avni,Ramaswamy,avni.ramaswamy983@yahoo.com,+919398280737,Gurugram,North Province,India,167243,VIP,2025-01-02,True
1136,Zayyan,Dube,zayyan.dube293@hotmail.com,06179796886,Mysuru,South Province,India,589113,VIP,2024-09-18,False
1137,Isha,Ganesan,isha.ganesan112@hotmail.com,0965610143,Gwalior,Central Province,India,756798,Corporate,2023-08-03,True
1138,Matthew,Pai,matthew.pai24@gmail.com,01461125457,Pune,West Province,India,875717,VIP,2023-09-12,True
1139,Sneha,Nagar,sneha.nagar309@gmail.com,00105123828,Delhi,North Province,India,586736,Premium,2025-02-07,True
1140,Qarin,Grewal,qarin.grewal597@hotmail.com,6609379660,Kolkata,East Province,India,341918,Regular,2022-01-26,True
1141,Rachit,Pau,rachit.pau268@yahoo.com,+917147859696,Pune,West Province,India,557924,Occasional,2022-04-16,True
1142,Frado,Desai,frado.desai85@yahoo.com,+913412528669,Chandigarh,North Province,India,966278,Premium,2024-10-04,True
1143,Oscar,Ganesan,oscar.ganesan981@yahoo.com,02257905072,Chennai,South Province,India,688767,Regular,2025-02-26,False
1144,Ojasvi,Sawhney,ojasvi.sawhney436@yahoo.com,+911903404384,Noida,North Province,India,797881,Premium,2026-04-15,True
1145,Ishaan,Loyal,ishaan.loyal471@hotmail.com,08078361340,Coimbatore,South Province,India,451713,Occasional,2024-02-19,True
1146,Shaurya,Panchal,shaurya.panchal592@hotmail.com,6292330958,Jabalpur,Central Province,India,982544,Premium,2023-09-18,True
1147,Amara,Varkey,amara.varkey226@hotmail.com,+912604223253,Jaipur,North Province,India,729466,Regular,2025-07-05,True
1148,Siya,Borra,siya.borra86@hotmail.com,+916845775901,Chennai,South Province,India,518636,Regular,2025-02-04,True
1149,Siddharth,Talwar,siddharth.talwar43@yahoo.com,04589297500,Jabalpur,Central Province,India,701277,Regular,2023-08-20,True
1150,Aadi,Sangha,aadi.sangha249@gmail.com,2424154152,Kolkata,East Province,India,643611,Occasional,2025-11-08,True
1151,Aarav,Kala,aarav.kala445@yahoo.com,+912938700516,Ujjain,Central Province,India,713611,Regular,2023-02-10,True
1152,Harshil,Munshi,harshil.munshi83@yahoo.com,02622189092,Hyderabad,South Province,India,532697,Regular,2022-10-19,True
1153,Teerth,Chadha,teerth.chadha953@gmail.com,+911965652341,Ujjain,Central Province,India,899940,Regular,2025-03-11,True
1154,Charvi,Jha,charvi.jha975@hotmail.com,8364037613,Nagpur,West Province,India,918055,Regular,2024-04-04,True
1155,Kevin,Ram,kevin.ram50@hotmail.com,05827109104,Kolkata,East Province,India,006848,Occasional,2025-05-09,True
1156,Ojasvi,Sampath,ojasvi.sampath103@hotmail.com,01889241418,Raipur,Central Province,India,285691,Regular,2022-02-22,True
1157,Dayita,Sarkar,dayita.sarkar793@hotmail.com,+910316179904,Gwalior,Central Province,India,102027,Premium,2022-02-12,True
1158,Idika,Virk,idika.virk541@hotmail.com,4252410564,Jaipur,North Province,India,491778,Premium,2024-08-21,True
1159,Jagvi,Bhakta,jagvi.bhakta660@yahoo.com,2524191380,Coimbatore,South Province,India,030756,Corporate,2024-06-11,False
1160,Mason,Gola,mason.gola351@gmail.com,6353654195,Patna,East Province,India,802380,Regular,2024-04-16,True
1161,Nandini,Biswas,invalid_user_at_domain_com,04518705349,Hyderabad,South Province,India,937597,Premium,2024-04-23,True
1162,Rohan,Korpal,rohan.korpal475@gmail.com,+916038505064,Ranchi,East Province,India,383670,Regular,2022-03-17,True
1163,Lucky,Mammen,lucky.mammen854@gmail.com,+913865719182,Chandigarh,North Province,India,199062,Occasional,2024-11-19,True
1164,Warjas,Manne,warjas.manne65@yahoo.com,06557431329,Jabalpur,Central Province,India,212775,Regular,2024-04-26,True
1165,Niharika,Dara,niharika.dara788@hotmail.com,03747411249,Siliguri,East Province,India,352135,Regular,2024-06-24,True
1166,Meghana,Varghese,meghana.varghese911@gmail.com,4420678831,Hyderabad,South Province,India,121003,Premium,2024-06-16,True
1167,Kalpit,Hora,kalpit.hora172@yahoo.com,01994101372,Indore,Central Province,India,510702,Regular,2025-12-24,True
1168,Rachita,Rana,rachita.rana871@yahoo.com,+916625324472,Kolkata,East Province,India,999347,Occasional,2023-04-06,True
1169,Nisha,Srinivas,nisha.srinivas520@gmail.com,+914626383806,Gurugram,North Province,India,787598,Occasional,2022-11-12,True
1170,Ekanta,Rama,ekanta.rama493@yahoo.com,+910593040785,Surat,West Province,India,213348,Regular,2024-09-15,True
1171,Daksh,Kanda,daksh.kanda530@hotmail.com,05223955905,Bhubaneswar,East Province,India,937842,VIP,2025-05-12,True
1172,Vritti,Barad,vritti.barad818@gmail.com,+913930870593,Lucknow,North Province,India,525002,Occasional,2026-05-02,True
1173,Lucky,Choudhry,lucky.choudhry299@hotmail.com,01569154522,Raipur,Central Province,India,752895,VIP,2022-01-06,True
1174,Udant,Gill,udant.gill896@yahoo.com,04220969029,Ujjain,Central Province,India,939172,Regular,2024-09-29,True
1175,Garima,Brahmbhatt,garima.brahmbhatt791@gmail.com,05215704331,Ahmedabad,West Province,India,410067,Premium,2025-02-04,True
1176,Oni,Ganesan,oni.ganesan254@yahoo.com,06586179327,Pune,West Province,India,040541,Premium,2025-11-29,True
1177,Ethan,Oommen,ethan.oommen772@gmail.com,02181599706,Kolkata,East Province,India,962015,Premium,2023-10-14,True
1178,Samesh,Gupta,samesh.gupta821@yahoo.com,8844431069,Guwahati,East Province,India,205061,Corporate,2025-09-21,False
1179,Chaitaly,Srinivasan,chaitaly.srinivasan524@gmail.com,+910324171467,Kolkata,East Province,India,418625,Occasional,2022-09-16,True
1180,Lakshmi,Pingle,lakshmi.pingle548@gmail.com,00477434902,Chandigarh,North Province,India,158693,Occasional,2022-07-24,True
1181,Darsh,Ram,darsh.ram168@hotmail.com,08793741608,Kochi,South Province,India,172233,Regular,2025-09-02,True
1182,Jonathan,Basak,jonathan.basak719@yahoo.com,+916329451168,Ahmedabad,West Province,India,854870,Regular,2025-06-30,True
1183,Oni,Chowdhury,oni.chowdhury399@yahoo.com,+912999119148,Nagpur,West Province,India,646799,Occasional,2024-12-28,True
1184,Urvashi,Barad,urvashi.barad642@gmail.com,06299606530,Ranchi,East Province,India,450544,Regular,2022-03-15,True
1185,Avni,Swamy,avni.swamy102@hotmail.com,1324754691,Pune,West Province,India,736785,Regular,2026-03-10,True
1186,Daksh,Varma,daksh.varma720@gmail.com,+914862890233,Chandigarh,North Province,India,307053,Regular,2022-12-07,True
1187,Anusha,Pillay,anusha.pillay377@yahoo.com,6103579727,Mumbai,West Province,India,524140,Regular,2023-08-24,True
1188,Libni,Bawa,libni.bawa708@gmail.com,3333468007,Jabalpur,Central Province,India,290349,VIP,2025-03-05,True
1189,Dalaja,Maharaj,dalaja.maharaj644@yahoo.com,05743748969,Noida,North Province,India,085899,Premium,2024-02-23,True
1190,Barkha,Misra,barkha.misra482@hotmail.com,+917154544432,Indore,Central Province,India,096520,Premium,2023-04-21,True
1191,Widisha,Merchant,widisha.merchant703@yahoo.com,06609935387,Chandigarh,North Province,India,842824,Premium,2023-08-13,True
1192,Gunbir,Sinha,gunbir.sinha664@gmail.com,4825135346,Goa,West Province,India,549471,Occasional,2023-09-05,True
1193,Upma,Bera,upma.bera403@hotmail.com,9917381684,Patna,East Province,India,022356,Occasional,2023-02-12,True
1194,Tanvi,Dhar,tanvi.dhar598@yahoo.com,2175250074,Ranchi,East Province,India,292712,Regular,2024-01-06,True
1195,Radha,Sanghvi,radha.sanghvi291@yahoo.com,07600835058,Gurugram,North Province,India,003354,Regular,2024-03-21,True
1196,Kai,Chauhan,kai.chauhan518@yahoo.com,9421044789,Noida,North Province,India,625753,Corporate,2026-03-07,True
1197,Nitesh,Raval,nitesh.raval234@gmail.com,+913230982150,Coimbatore,South Province,India,489090,Premium,2023-12-23,True
1198,Hritik,Bahri,hritik.bahri935@gmail.com,1676184723,Mysuru,South Province,India,461849,Premium,2022-07-18,True
1199,Laksh,Sahota,laksh.sahota383@gmail.com,9141173934,Kolkata,East Province,India,564208,VIP,2025-04-01,True
1200,Watika,Johal,watika.johal435@hotmail.com,05300119721,Ahmedabad,West Province,India,143744,Regular,2026-03-11,True
1201,Ucchal,Bedi,ucchal.bedi523@gmail.com,+910455611002,Raipur,Central Province,India,557941,Occasional,2024-12-23,True
1202,Kashish,Oommen,kashish.oommen774@gmail.com,+916674676212,Surat,West Province,India,216979,Occasional,2023-08-28,True
1203,Raksha,Golla,raksha.golla782@hotmail.com,05902771670,Kolkata,East Province,India,450899,Occasional,2022-10-16,True
1204,Udarsh,Nigam,udarsh.nigam102@hotmail.com,9163756289,Ranchi,East Province,India,028772,VIP,2024-01-20,True
1205,Falan,Swamy,falan.swamy387@yahoo.com,+915408386631,Bhopal,Central Province,India,797177,Premium,2024-07-20,True
1206,Diya,Dani,diya.dani972@yahoo.com,0166088019,Jabalpur,Central Province,India,883755,Regular,2025-07-31,True
1207,Chatura,Kapoor,chatura.kapoor915@yahoo.com,08997571130,Kolkata,East Province,India,548851,Occasional,2025-06-22,True
1208,Chakradev,Gala,chakradev.gala74@yahoo.com,+916149331637,Indore,Central Province,India,516091,Premium,2025-08-19,True
1209,Shravya,Shankar,shravya.shankar129@hotmail.com,8270808697,Nagpur,West Province,India,922169,Regular,2024-04-16,False
1210,Ekanta,Thaman,ekanta.thaman109@yahoo.com,09346547226,Surat,West Province,India,858333,Regular,2022-08-26,True
1211,Bina,Pai,bina.pai696@hotmail.com,+912885158799,Guwahati,East Province,India,846081,Occasional,2024-01-30,True
1212,Aryan,Raj,aryan.raj770@gmail.com,+910342442043,Jabalpur,Central Province,India,571983,VIP,2025-04-17,True
1213,Lopa,Khanna,lopa.khanna427@hotmail.com,4066658004,Chandigarh,North Province,India,973598,Occasional,2025-06-14,True
1214,Ronith,Hari,ronith.hari465@yahoo.com,02122816064,Pune,West Province,India,229405,Occasional,2024-06-27,True
1215,Unnati,Dubey,unnati.dubey567@gmail.com,+915909479851,Gurugram,North Province,India,832818,Occasional,2024-01-23,True
1216,Nathaniel,Sagar,nathaniel.sagar204@hotmail.com,6153355543,Chandigarh,North Province,India,801573,Occasional,2023-07-20,False
1217,Yagnesh,Baral,yagnesh.baral227@hotmail.com,06164840858,Kolkata,East Province,India,704358,Premium,2025-09-19,True
1218,Fitan,Char,fitan.char351@gmail.com,8013361386,Delhi,North Province,India,207501,Regular,2026-05-31,True
1219,Ethan,Bhagat,ethan.bhagat859@gmail.com,08193466766,Indore,Central Province,India,061809,VIP,2022-05-21,True
1220,Dev,Bath,dev.bath802@hotmail.com,+915814491476,Chennai,South Province,India,072832,Regular,2023-11-04,True
1221,Mahika,Merchant,mahika.merchant143@hotmail.com,+914508821009,Lucknow,North Province,India,881435,Premium,2022-10-24,True
1222,Siddharth,Sachar,siddharth.sachar144@hotmail.com,2223943129,Gurugram,North Province,India,878141,Regular,2022-02-22,True
1223,Zashil,Chaudhari,zashil.chaudhari26@gmail.com,9755231491,Coimbatore,South Province,India,577594,Regular,2023-10-26,True
1224,Michael,Patla,michael.patla773@yahoo.com,02053364525,Ranchi,East Province,India,775478,Regular,2022-08-21,True
1225,Ikbal,Gill,ikbal.gill121@hotmail.com,1428341108,Goa,West Province,India,996930,Premium,2025-04-30,True
